vehiculo,timestamp,latitud,longitud,temperatura,evento
V0277,2025-10-09 04:06:10,-0.340473,-69.903408,12.45,TEMP_CRITICA
V0348,2025-10-09 04:09:24,-4.741938,-75.142744,13.9,TEMP_CRITICA
V0015,2025-10-09 04:19:52,1.711091,-73.679155,8.74,OK
V0427,2025-10-09 04:20:47,11.512817,-73.590644,4.78,OK
V0348,2025-10-09 04:34:16,8.892351,-74.803665,8.12,OK
V0427,2025-10-09 04:37:53,-2.246792,-78.621409,11.94,TEMP_CRITICA
V0276,2025-10-09 04:43:36,-5.932617,-66.289673,12.83,TEMP_CRITICA
V0348,2025-10-09 04:56:31,-5.709599,-73.978718,9.65,OK
V0276,2025-10-09 05:19:33,-4.361267,-76.851038,2.05,OK
V0186,2025-10-09 05:23:22,-1.183012,-78.753036,8.17,OK
V0277,2025-10-09 05:24:22,4.513762,-71.099594,7.49,OK
V0432,2025-10-09 05:27:07,10.620783,-69.406363,12.22,TEMP_CRITICA
V0348,2025-10-09 05:29:38,-1.335567,-72.180557,7.77,OK
V0427,2025-10-09 05:34:34,-1.272283,-74.875939,0.4,OK
V0340,2025-10-09 05:43:08,6.696308,-68.749372,13.31,TEMP_CRITICA
V0340,2025-10-09 05:44:18,-0.348855,-69.720946,6.67,OK
V0432,2025-10-09 05:47:26,-2.429374,-71.19193,9.26,OK
V0348,2025-10-09 05:49:05,1.457679,-74.669734,11.98,TEMP_CRITICA
V0015,2025-10-09 05:50:50,5.555736,-72.666744,0.07,OK
V0277,2025-10-09 05:51:30,7.294199,-70.639381,12.24,TEMP_CRITICA
V0085,2025-10-09 06:02:22,0.081064,-73.365324,19.51,TEMP_CRITICA
V0427,2025-10-09 06:03:42,3.712936,-69.256092,9.06,OK
V0348,2025-10-09 06:03:51,-5.584006,-72.389101,11.74,TEMP_CRITICA
V0085,2025-10-09 06:05:16,5.088039,-70.014875,17.54,TEMP_CRITICA
V0015,2025-10-09 06:07:15,-2.70957,-69.693512,-0.96,OK
V0340,2025-10-09 06:09:16,-1.5053,-70.743841,8.59,OK
V0276,2025-10-09 06:11:16,2.979185,-70.196872,11.07,TEMP_CRITICA
V0085,2025-10-09 06:17:07,8.914401,-66.476525,9.21,OK
V0340,2025-10-09 06:23:23,-0.58384,-77.358543,6.26,OK
V0276,2025-10-09 06:30:10,-1.710241,-71.904036,12.28,TEMP_CRITICA
V0348,2025-10-09 06:33:20,7.66268,-78.048557,7.32,OK
V0186,2025-10-09 06:38:12,-4.713383,-68.393568,7.49,OK
V0348,2025-10-09 06:46:59,-3.1048,-70.112509,1.59,OK
V0186,2025-10-09 06:51:25,-1.023953,-72.932861,-5.29,OK
V0427,2025-10-09 06:58:11,1.577565,-74.705034,6.17,OK
V0186,2025-10-09 07:11:36,6.183224,-72.918369,4.9,OK
V0432,2025-10-09 07:23:20,8.760814,-71.881096,4.81,OK
V0085,2025-10-09 07:24:05,10.420399,-66.167272,6.05,OK
V0015,2025-10-09 07:24:30,-4.192283,-73.243778,7.7,OK
V0276,2025-10-09 07:42:08,11.830677,-75.704113,9.58,OK
V0276,2025-10-09 07:47:56,-4.854377,-71.244471,12.52,TEMP_CRITICA
V0444,2025-10-09 07:49:13,-4.62848,-68.642293,6.58,OK
V0432,2025-10-09 08:01:58,2.800383,-69.477998,12.76,TEMP_CRITICA
V0340,2025-10-09 08:02:48,0.630696,-71.632662,8.37,OK
V0144,2025-10-09 08:18:56,-4.535877,-72.087406,11.08,TEMP_CRITICA
V0372,2025-10-09 08:24:02,-2.949544,-75.344495,13.24,TEMP_CRITICA
V0444,2025-10-09 08:29:27,-5.962715,-71.40806,9.24,OK
V0372,2025-10-09 08:54:20,7.388693,-72.566844,0.81,OK
V0372,2025-10-09 09:12:14,2.768436,-76.057649,11.17,TEMP_CRITICA
V0340,2025-10-09 09:16:53,-5.603143,-78.566253,8.55,OK
V0284,2025-10-09 09:33:10,7.186104,-66.250393,7.67,OK
V0052,2025-10-09 09:33:35,5.446226,-76.116662,11.21,TEMP_CRITICA
V0444,2025-10-09 09:37:20,-1.835753,-72.453148,8.98,OK
V0372,2025-10-09 09:38:59,6.688179,-66.72876,3.62,OK
V0041,2025-10-09 09:40:28,2.51387,-70.177906,10.02,TEMP_CRITICA
V0144,2025-10-09 09:49:59,-1.287668,-76.51402,-0.37,OK
V0444,2025-10-09 09:52:39,-2.990647,-69.756723,2.05,OK
V0064,2025-10-09 10:07:20,0.102944,-77.743147,6.62,OK
V0144,2025-10-09 10:16:04,11.602936,-66.215115,10.27,TEMP_CRITICA
V0284,2025-10-09 10:20:17,6.547388,-75.898138,8.01,OK
V0144,2025-10-09 10:26:00,-2.504619,-71.127898,6.2,OK
V0144,2025-10-09 10:36:44,10.568576,-67.465898,5.78,OK
V0064,2025-10-09 10:41:19,6.420283,-71.665939,1.61,OK
V0041,2025-10-09 10:47:43,5.661078,-69.691638,10.46,TEMP_CRITICA
V0284,2025-10-09 10:49:12,6.208455,-78.884386,0.72,OK
V0064,2025-10-09 10:53:28,-5.527766,-75.54284,10.21,TEMP_CRITICA
V0284,2025-10-09 10:57:44,-4.786278,-75.040509,5.01,OK
V0144,2025-10-09 11:08:15,11.437746,-72.159843,8.4,OK
V0144,2025-10-09 11:14:35,-3.13285,-74.80045,8.47,OK
V0041,2025-10-09 11:16:37,0.276043,-74.86678,10.74,TEMP_CRITICA
V0274,2025-10-09 11:25:02,9.423172,-76.139419,5.12,OK
V0388,2025-10-09 11:34:15,11.585379,-73.625777,13.51,TEMP_CRITICA
V0178,2025-10-09 11:38:02,-0.314559,-74.690119,10.49,TEMP_CRITICA
V0178,2025-10-09 11:50:48,-5.72192,-70.567998,11.41,TEMP_CRITICA
V0178,2025-10-09 11:57:25,11.467836,-66.932055,5.81,OK
V0178,2025-10-09 11:59:54,8.648319,-75.567186,14.17,TEMP_CRITICA
V0372,2025-10-09 12:03:40,3.747247,-76.217212,7.86,OK
V0138,2025-10-09 12:04:49,2.467611,-73.282046,11.55,TEMP_CRITICA
V0229,2025-10-09 12:08:42,3.565851,-70.659328,20.63,TEMP_CRITICA
V0041,2025-10-09 12:11:10,12.156689,-75.822494,13.56,TEMP_CRITICA
V0372,2025-10-09 12:11:36,3.495865,-76.073959,3.53,OK
V0138,2025-10-09 12:12:20,-4.642926,-75.214782,4.12,OK
V0388,2025-10-09 12:15:37,-0.74247,-72.952933,4.69,OK
V0041,2025-10-09 12:16:57,8.810406,-76.961806,4.67,OK
V0041,2025-10-09 12:43:52,3.700549,-78.370203,9.16,OK
V0274,2025-10-09 12:46:21,8.968169,-71.768399,1.87,OK
V0052,2025-10-09 12:56:38,7.783092,-66.955366,12.32,TEMP_CRITICA
V0138,2025-10-09 13:03:50,9.45055,-66.674728,2.9,OK
V0052,2025-10-09 13:05:06,5.231188,-71.057519,9.51,OK
V0388,2025-10-09 13:09:52,2.821601,-69.251294,6.21,OK
V0138,2025-10-09 13:10:01,-0.818459,-69.967636,7.99,OK
V0295,2025-10-09 13:16:47,5.59134,-69.954978,4.01,OK
V0388,2025-10-09 13:19:28,10.436612,-77.490971,10.4,TEMP_CRITICA
V0295,2025-10-09 13:19:37,2.961574,-73.322398,6.36,OK
V0229,2025-10-09 13:22:28,4.402771,-77.253402,8.53,OK
V0295,2025-10-09 13:26:14,8.016417,-69.658844,7.71,OK
V0178,2025-10-09 13:28:31,3.180449,-73.240057,9.73,OK
V0041,2025-10-09 13:29:20,-5.802247,-72.089502,12.94,TEMP_CRITICA
V0274,2025-10-09 13:29:35,7.843751,-78.014356,5.1,OK
V0138,2025-10-09 13:32:06,-5.596079,-66.563069,10.96,TEMP_CRITICA
V0229,2025-10-09 13:40:41,0.116895,-77.205681,5.53,OK
V0229,2025-10-09 13:41:00,2.964719,-78.349364,11.68,TEMP_CRITICA
V0388,2025-10-09 13:45:15,4.455551,-69.81096,2.34,OK
V0178,2025-10-09 13:53:22,11.106165,-75.141294,7.0,OK
V0138,2025-10-09 14:04:43,-5.226042,-73.28062,7.78,OK
V0295,2025-10-09 14:10:03,-0.037814,-77.339027,6.16,OK
V0388,2025-10-09 14:11:33,0.930131,-75.69662,13.37,TEMP_CRITICA
V0388,2025-10-09 14:15:46,5.100226,-77.351759,8.38,OK
V0274,2025-10-09 14:16:18,4.408794,-69.48341,9.37,OK
V0295,2025-10-09 14:26:35,-0.928735,-78.704967,5.96,OK
V0207,2025-10-09 14:35:23,6.374576,-73.814546,6.26,OK
V0274,2025-10-09 14:36:41,9.014729,-76.398782,20.97,TEMP_CRITICA
V0274,2025-10-09 14:38:19,8.79253,-66.191207,0.44,OK
V0257,2025-10-09 14:52:15,-3.312093,-75.956702,6.09,OK
V0428,2025-10-09 14:55:18,9.445302,-72.919585,0.65,OK
V0295,2025-10-09 14:56:01,-3.208734,-71.513367,7.47,OK
V0428,2025-10-09 15:06:19,-5.772874,-68.117128,6.22,OK
V0295,2025-10-09 15:14:14,-4.509315,-76.768084,4.79,OK
V0257,2025-10-09 15:14:31,7.159124,-66.878515,15.18,TEMP_CRITICA
V0251,2025-10-09 15:30:55,7.350412,-71.085211,17.53,TEMP_CRITICA
V0428,2025-10-09 16:01:44,12.277728,-69.498909,11.46,TEMP_CRITICA
V0229,2025-10-09 16:02:29,8.71664,-77.573601,12.83,TEMP_CRITICA
V0257,2025-10-09 16:14:15,11.299093,-77.870897,12.25,TEMP_CRITICA
V0257,2025-10-09 16:16:21,-4.704568,-66.077632,17.47,TEMP_CRITICA
V0257,2025-10-09 16:28:19,8.237794,-69.428066,-2.63,OK
V0428,2025-10-09 16:33:46,0.797111,-74.578036,7.54,OK
V0428,2025-10-09 17:04:03,5.642676,-71.322472,11.16,TEMP_CRITICA
V0428,2025-10-09 17:11:01,-4.535393,-67.443038,12.61,TEMP_CRITICA
V0207,2025-10-09 17:20:15,-1.680619,-69.91645,2.78,OK
V0257,2025-10-09 17:30:48,10.021042,-69.494845,23.37,TEMP_CRITICA
V0251,2025-10-09 17:38:28,0.248652,-76.839683,15.35,TEMP_CRITICA
V0360,2025-10-09 17:50:58,9.312262,-69.656771,2.59,OK
V0207,2025-10-09 17:51:14,-0.445727,-73.992935,0.96,OK
V0360,2025-10-09 18:43:23,3.415763,-67.60058,11.04,TEMP_CRITICA
V0251,2025-10-09 19:04:23,-0.875324,-71.113651,-0.78,OK
V0408,2025-10-09 19:07:56,-5.116538,-68.473866,6.71,OK
V0360,2025-10-09 19:09:32,-2.360704,-74.159332,4.95,OK
V0360,2025-10-09 19:16:13,-5.798994,-77.324393,10.71,TEMP_CRITICA
V0360,2025-10-09 19:17:01,1.178511,-72.170239,-1.43,OK
V0408,2025-10-09 19:26:13,9.431372,-66.644178,6.96,OK
V0408,2025-10-09 19:29:31,0.973151,-69.889451,5.84,OK
V0332,2025-10-09 19:37:43,9.220437,-70.59689,4.21,OK
V0360,2025-10-09 19:51:48,-0.074792,-66.316584,11.56,TEMP_CRITICA
V0360,2025-10-09 19:52:03,12.871009,-69.907609,13.14,TEMP_CRITICA
V0408,2025-10-09 20:03:18,4.269571,-69.332087,2.17,OK
V0408,2025-10-09 20:06:20,10.564166,-71.318016,6.16,OK
V0408,2025-10-09 20:32:58,7.674299,-78.707731,3.78,OK
V0005,2025-10-09 20:33:59,6.598604,-74.216045,6.47,OK
V0332,2025-10-09 21:09:03,1.652739,-67.286744,0.9,OK
V0247,2025-10-09 21:13:12,4.984203,-73.197506,13.02,TEMP_CRITICA
V0247,2025-10-09 21:14:13,10.497225,-78.2417,7.69,OK
V0247,2025-10-09 21:14:30,7.673195,-76.456771,6.04,OK
V0360,2025-10-09 21:21:50,8.037595,-78.916508,0.75,OK
V0247,2025-10-09 21:29:29,4.141711,-70.886596,13.94,TEMP_CRITICA
V0247,2025-10-09 21:46:30,-3.714361,-74.482838,2.33,OK
V0360,2025-10-09 21:46:45,2.896468,-69.30848,9.02,OK
V0318,2025-10-09 22:06:12,-3.277624,-76.727341,17.56,TEMP_CRITICA
V0318,2025-10-09 22:13:23,1.47645,-70.462788,0.02,OK
V0318,2025-10-09 22:52:39,0.950459,-68.764356,14.25,TEMP_CRITICA
V0005,2025-10-09 22:56:12,8.701841,-77.203304,17.13,TEMP_CRITICA
V0332,2025-10-09 23:41:05,-4.540239,-77.054684,3.84,OK
V0332,2025-10-09 23:41:51,-1.47427,-66.382404,10.39,TEMP_CRITICA
V0005,2025-10-09 23:51:08,-2.194578,-75.892619,7.96,OK
V0318,2025-10-09 23:52:25,-4.950829,-71.237395,7.29,OK
V0318,2025-10-09 23:58:04,5.62981,-70.48372,10.29,TEMP_CRITICA
V0005,2025-10-10 00:15:28,-2.774198,-71.533474,4.98,OK
V0318,2025-10-10 00:24:05,4.232882,-68.671372,11.79,TEMP_CRITICA
V0318,2025-10-10 00:25:17,5.731081,-71.806434,9.86,OK
V0247,2025-10-10 00:32:52,-0.000809,-70.53221,10.63,TEMP_CRITICA
V0003,2025-10-10 01:08:50,7.341758,-71.050521,13.77,TEMP_CRITICA
V0424,2025-10-10 01:50:42,11.890084,-67.817615,2.37,OK
V0372,2025-10-10 01:55:14,-5.689742,-67.820447,10.59,TEMP_CRITICA
V0184,2025-10-10 01:56:45,3.033134,-67.974656,13.0,TEMP_CRITICA
V0184,2025-10-10 02:03:21,-4.456386,-71.79263,17.06,TEMP_CRITICA
V0003,2025-10-10 02:13:53,11.302031,-75.003434,6.65,OK
V0184,2025-10-10 02:13:56,2.669004,-68.956734,3.42,OK
V0126,2025-10-10 02:24:22,2.732885,-72.003743,10.52,TEMP_CRITICA
V0184,2025-10-10 02:47:45,5.378364,-78.930036,8.33,OK
V0424,2025-10-10 03:00:19,2.321153,-76.717189,-1.48,OK
V0126,2025-10-10 03:14:02,-5.8427,-77.650189,1.26,OK
V0184,2025-10-10 03:18:40,7.608564,-68.641355,10.13,TEMP_CRITICA
V0424,2025-10-10 03:19:58,2.362897,-76.504717,10.79,TEMP_CRITICA
V0372,2025-10-10 03:24:12,2.88178,-71.86832,5.45,OK
V0424,2025-10-10 03:33:12,11.279456,-70.822676,13.27,TEMP_CRITICA
V0184,2025-10-10 03:35:20,9.216858,-66.441913,8.01,OK
V0184,2025-10-10 03:37:05,5.09269,-77.427682,8.95,OK
V0181,2025-10-10 03:37:33,5.854461,-75.887771,18.75,TEMP_CRITICA
V0184,2025-10-10 03:37:51,1.987933,-76.514464,5.55,OK
V0372,2025-10-10 03:41:11,8.758234,-75.104853,4.17,OK
V0181,2025-10-10 03:46:41,-2.932397,-76.335839,2.74,OK
V0003,2025-10-10 03:51:09,4.20406,-70.086177,-0.73,OK
V0372,2025-10-10 03:57:31,-1.904235,-66.61624,11.12,TEMP_CRITICA
V0126,2025-10-10 04:01:12,0.554718,-77.416644,9.0,OK
V0184,2025-10-10 04:09:05,4.356913,-69.819714,10.71,TEMP_CRITICA
V0181,2025-10-10 04:10:23,12.472646,-77.244476,5.44,OK
V0035,2025-10-10 04:18:13,-4.673867,-66.748357,3.42,OK
V0181,2025-10-10 04:18:24,3.130657,-76.188298,7.56,OK
V0184,2025-10-10 04:21:34,12.45372,-68.689256,1.71,OK
V0035,2025-10-10 04:27:03,-5.169528,-78.510108,3.17,OK
V0003,2025-10-10 04:28:19,-3.433235,-66.950175,0.96,OK
V0126,2025-10-10 04:33:42,2.552197,-75.630898,0.89,OK
V0184,2025-10-10 04:41:25,3.542714,-76.571286,14.81,TEMP_CRITICA
V0181,2025-10-10 04:49:23,12.024832,-78.114236,14.16,TEMP_CRITICA
V0424,2025-10-10 04:57:17,-0.707664,-78.100513,4.16,OK
V0462,2025-10-10 05:00:57,-5.7196,-74.434877,9.27,OK
V0035,2025-10-10 05:02:07,-0.266678,-71.797782,5.85,OK
V0357,2025-10-10 05:12:07,0.750537,-72.079233,6.32,OK
V0424,2025-10-10 05:12:50,2.637599,-71.799106,12.57,TEMP_CRITICA
V0357,2025-10-10 05:22:26,6.176208,-74.344526,10.14,TEMP_CRITICA
V0184,2025-10-10 05:25:14,5.129268,-71.282539,9.05,OK
V0462,2025-10-10 05:32:13,-5.67707,-68.91736,12.06,TEMP_CRITICA
V0126,2025-10-10 05:34:44,10.564846,-69.232547,11.75,TEMP_CRITICA
V0424,2025-10-10 05:47:11,3.825976,-73.538531,5.32,OK
V0035,2025-10-10 05:52:34,-0.823591,-72.795881,9.95,OK
V0372,2025-10-10 06:03:18,-5.946206,-75.514158,10.6,TEMP_CRITICA
V0462,2025-10-10 06:29:37,2.447864,-77.411256,8.04,OK
V0462,2025-10-10 06:40:08,8.004524,-67.782464,0.71,OK
V0035,2025-10-10 06:42:09,-1.518014,-77.830094,3.43,OK
V0035,2025-10-10 06:44:20,-0.415328,-67.162567,2.27,OK
V0096,2025-10-10 07:35:27,11.439133,-75.818688,7.68,OK
V0463,2025-10-10 09:11:55,10.021919,-77.399316,9.76,OK
V0463,2025-10-10 09:24:44,-5.887859,-70.638492,0.29,OK
V0456,2025-10-10 09:36:08,1.264821,-76.21261,9.71,OK
V0463,2025-10-10 09:36:47,-5.851103,-73.19378,14.78,TEMP_CRITICA
V0463,2025-10-10 09:38:15,8.157252,-66.816918,21.33,TEMP_CRITICA
V0096,2025-10-10 09:48:40,-1.77443,-68.665701,5.84,OK
V0456,2025-10-10 09:52:56,2.9365,-76.239119,1.32,OK
V0456,2025-10-10 09:58:08,8.967906,-76.656496,11.53,TEMP_CRITICA
V0038,2025-10-10 10:01:36,9.195007,-70.583812,0.22,OK
V0096,2025-10-10 10:08:57,6.534412,-70.039508,15.65,TEMP_CRITICA
V0079,2025-10-10 10:13:38,-4.277238,-70.500138,10.36,TEMP_CRITICA
V0038,2025-10-10 10:23:18,5.37225,-67.075982,7.49,OK
V0456,2025-10-10 10:25:24,5.367119,-73.231613,10.7,TEMP_CRITICA
V0298,2025-10-10 10:36:10,0.869809,-77.771258,15.08,TEMP_CRITICA
V0463,2025-10-10 10:44:24,12.230304,-69.180334,14.67,TEMP_CRITICA
V0038,2025-10-10 10:54:45,11.73684,-78.470616,11.24,TEMP_CRITICA
V0424,2025-10-10 10:55:55,5.544423,-67.800045,14.79,TEMP_CRITICA
V0424,2025-10-10 10:58:10,5.13208,-77.195821,20.02,TEMP_CRITICA
V0096,2025-10-10 11:00:57,9.827373,-68.385132,8.25,OK
V0456,2025-10-10 11:01:58,-2.566061,-67.902369,9.5,OK
V0463,2025-10-10 11:06:25,-2.151205,-72.920246,12.04,TEMP_CRITICA
V0424,2025-10-10 11:13:21,12.57378,-68.182124,9.94,OK
V0038,2025-10-10 11:27:46,4.965366,-74.070026,11.98,TEMP_CRITICA
V0298,2025-10-10 11:45:17,5.307415,-77.966108,12.18,TEMP_CRITICA
V0463,2025-10-10 12:11:28,12.296612,-68.869489,7.24,OK
V0463,2025-10-10 12:19:41,12.702932,-78.292975,16.74,TEMP_CRITICA
V0298,2025-10-10 12:33:43,3.183285,-78.68743,10.06,TEMP_CRITICA
V0079,2025-10-10 12:53:19,5.83573,-70.865431,6.89,OK
V0269,2025-10-10 13:00:19,3.905643,-74.744186,10.39,TEMP_CRITICA
V0298,2025-10-10 13:02:26,-4.611269,-68.188499,3.03,OK
V0079,2025-10-10 13:17:08,11.014223,-68.060085,8.96,OK
V0397,2025-10-10 13:18:35,4.251512,-69.324117,2.06,OK
V0424,2025-10-10 13:28:53,3.053895,-76.167772,3.99,OK
V0269,2025-10-10 13:37:12,3.289206,-75.238603,21.33,TEMP_CRITICA
V0469,2025-10-10 13:47:54,9.71979,-68.555506,0.64,OK
V0298,2025-10-10 13:48:03,12.596437,-76.627864,0.34,OK
V0424,2025-10-10 14:06:48,7.922314,-68.582916,12.79,TEMP_CRITICA
V0043,2025-10-10 14:08:16,-3.210453,-78.153486,0.35,OK
V0469,2025-10-10 14:11:11,1.083357,-71.203066,8.77,OK
V0424,2025-10-10 14:13:00,9.112827,-74.356841,14.63,TEMP_CRITICA
V0397,2025-10-10 14:34:21,12.942796,-74.56869,8.25,OK
V0269,2025-10-10 14:36:29,-0.798204,-66.430825,8.18,OK
V0397,2025-10-10 14:56:22,12.400982,-71.177236,11.16,TEMP_CRITICA
V0306,2025-10-10 15:04:40,0.457586,-68.623978,11.7,TEMP_CRITICA
V0043,2025-10-10 15:10:34,11.882766,-74.092451,8.07,OK
V0306,2025-10-10 15:18:57,2.783538,-67.040776,12.11,TEMP_CRITICA
V0043,2025-10-10 15:23:01,2.658547,-67.544072,7.82,OK
V0397,2025-10-10 15:29:07,-1.297998,-68.948439,6.59,OK
V0469,2025-10-10 15:30:38,9.301029,-76.457758,5.22,OK
V0476,2025-10-10 15:32:18,-4.750051,-75.320711,8.02,OK
V0397,2025-10-10 15:52:07,10.384765,-71.857525,5.1,OK
V0306,2025-10-10 16:02:20,-3.129055,-71.562606,6.52,OK
V0397,2025-10-10 16:03:14,-5.547998,-74.441445,5.19,OK
V0469,2025-10-10 16:17:02,9.184292,-70.599024,6.89,OK
V0306,2025-10-10 16:32:53,-2.106015,-66.79562,8.16,OK
V0476,2025-10-10 16:41:05,0.885367,-70.928441,9.53,OK
V0469,2025-10-10 16:41:59,-1.890367,-76.396547,6.94,OK
V0476,2025-10-10 16:45:01,1.777182,-78.250834,2.07,OK
V0476,2025-10-10 16:46:05,-4.841324,-70.788662,15.41,TEMP_CRITICA
V0109,2025-10-10 16:46:52,5.567322,-67.281944,5.51,OK
V0109,2025-10-10 16:49:58,11.015713,-75.036971,11.02,TEMP_CRITICA
V0331,2025-10-10 16:57:17,10.656134,-69.925447,13.21,TEMP_CRITICA
V0331,2025-10-10 16:59:04,7.628094,-66.322415,17.98,TEMP_CRITICA
V0469,2025-10-10 17:12:34,2.966696,-73.903711,4.1,OK
V0469,2025-10-10 17:12:40,10.230426,-67.266649,3.51,OK
V0331,2025-10-10 17:35:29,-3.37447,-75.410674,7.38,OK
V0109,2025-10-10 17:46:58,3.474924,-76.530789,9.38,OK
V0331,2025-10-10 17:49:33,9.967657,-78.056895,8.76,OK
V0109,2025-10-10 18:03:50,1.840293,-74.64305,16.88,TEMP_CRITICA
V0476,2025-10-10 18:07:08,4.537284,-78.564264,2.38,OK
V0277,2025-10-10 18:18:55,10.145148,-66.052932,13.47,TEMP_CRITICA
V0277,2025-10-10 18:22:17,-1.131934,-75.040377,8.69,OK
V0109,2025-10-10 18:27:43,11.416697,-76.320146,2.82,OK
V0455,2025-10-10 18:31:56,7.252511,-70.596236,2.79,OK
V0476,2025-10-10 18:35:29,1.795628,-66.759309,9.69,OK
V0455,2025-10-10 19:04:34,3.579662,-78.929099,5.84,OK
V0476,2025-10-10 19:08:37,11.430646,-68.453152,-4.9,OK
V0455,2025-10-10 19:15:27,1.043418,-67.916716,10.2,TEMP_CRITICA
V0277,2025-10-10 19:29:37,2.249266,-77.49089,3.12,OK
V0476,2025-10-10 19:39:45,10.567571,-66.102954,8.1,OK
V0476,2025-10-10 19:54:06,9.795703,-72.597581,7.13,OK
V0277,2025-10-10 19:55:25,11.301128,-77.79547,9.82,OK
V0455,2025-10-10 20:01:12,-1.917008,-75.176403,6.0,OK
V0331,2025-10-10 20:04:22,7.054671,-66.416346,11.01,TEMP_CRITICA
V0455,2025-10-10 20:19:14,8.425029,-73.322018,3.52,OK
V0331,2025-10-10 20:21:04,4.370187,-73.288636,12.97,TEMP_CRITICA
V0109,2025-10-10 20:29:30,7.829807,-70.028577,2.76,OK
V0331,2025-10-10 20:30:34,1.369509,-72.599963,8.48,OK
V0277,2025-10-10 20:33:01,-3.478404,-71.036701,8.38,OK
V0109,2025-10-10 20:38:03,6.323222,-72.025704,4.48,OK
V0331,2025-10-10 20:44:28,-1.373698,-74.011462,1.95,OK
V0331,2025-10-10 20:48:54,6.908081,-77.785736,11.77,TEMP_CRITICA
V0109,2025-10-10 21:00:12,-5.313107,-71.400809,16.1,TEMP_CRITICA
V0107,2025-10-10 21:13:50,5.809505,-76.338705,8.9,OK
V0109,2025-10-10 21:24:53,3.360207,-77.627672,9.3,OK
V0277,2025-10-10 21:29:37,5.248045,-72.52225,5.85,OK
V0389,2025-10-10 21:38:52,4.648775,-76.460599,5.61,OK
V0460,2025-10-10 22:11:31,4.954253,-69.022796,10.15,TEMP_CRITICA
V0389,2025-10-10 22:12:38,9.001894,-77.391411,9.92,OK
V0389,2025-10-10 22:54:39,-0.277103,-77.203807,9.34,OK
V0389,2025-10-10 22:58:08,1.591355,-70.659327,10.84,TEMP_CRITICA
V0107,2025-10-10 22:59:46,-2.054732,-74.744797,0.9,OK
V0107,2025-10-10 23:05:14,1.959082,-69.404042,12.86,TEMP_CRITICA
V0038,2025-10-10 23:12:05,0.570761,-77.130741,14.72,TEMP_CRITICA
V0038,2025-10-10 23:18:22,12.565094,-75.578328,7.75,OK
V0460,2025-10-10 23:19:01,4.593027,-70.60448,9.28,OK
V0389,2025-10-10 23:26:26,5.265667,-69.065632,13.64,TEMP_CRITICA
V0389,2025-10-10 23:57:51,7.197782,-66.317281,11.94,TEMP_CRITICA
V0389,2025-10-11 00:26:58,5.375187,-71.06499,12.34,TEMP_CRITICA
V0038,2025-10-11 00:32:33,-5.307117,-76.664787,7.84,OK
V0038,2025-10-11 01:13:26,-1.345737,-72.293057,-0.27,OK
V0107,2025-10-11 01:17:29,-5.044044,-74.333053,5.11,OK
V0107,2025-10-11 01:18:08,-4.969626,-77.020291,8.56,OK
V0460,2025-10-11 01:42:53,-5.227544,-70.807776,11.13,TEMP_CRITICA
V0023,2025-10-11 02:42:36,-4.413603,-72.887303,11.41,TEMP_CRITICA
V0271,2025-10-11 02:59:20,-1.742936,-74.80555,9.39,OK
V0271,2025-10-11 03:19:44,-4.422002,-72.104603,15.89,TEMP_CRITICA
V0042,2025-10-11 03:50:29,-1.61489,-78.181219,-0.07,OK
V0023,2025-10-11 03:51:16,9.405451,-69.990263,8.42,OK
V0114,2025-10-11 03:57:15,12.280636,-74.486271,9.77,OK
V0114,2025-10-11 04:03:20,-1.773547,-69.360154,11.18,TEMP_CRITICA
V0271,2025-10-11 04:20:00,-5.042359,-69.673754,12.64,TEMP_CRITICA
V0042,2025-10-11 04:31:06,4.382337,-67.569596,11.92,TEMP_CRITICA
V0023,2025-10-11 04:31:52,6.201398,-75.038109,-1.54,OK
V0028,2025-10-11 04:38:03,-4.029577,-68.858408,8.74,OK
V0042,2025-10-11 04:48:24,-2.969837,-67.948833,3.09,OK
V0271,2025-10-11 05:21:59,4.812888,-77.225659,7.58,OK
V0180,2025-10-11 05:24:58,-4.272783,-77.609039,13.82,TEMP_CRITICA
V0028,2025-10-11 05:28:36,6.543359,-68.660861,12.34,TEMP_CRITICA
V0042,2025-10-11 05:29:28,2.444225,-78.265495,10.92,TEMP_CRITICA
V0023,2025-10-11 05:47:20,7.145315,-77.047179,5.8,OK
V0180,2025-10-11 05:53:00,8.9087,-78.703393,2.51,OK
V0042,2025-10-11 05:56:44,2.564246,-66.92985,7.19,OK
V0180,2025-10-11 06:05:29,-5.817165,-72.489207,5.3,OK
V0042,2025-10-11 06:07:19,-3.547883,-69.372933,12.41,TEMP_CRITICA
V0271,2025-10-11 06:15:30,2.443016,-67.231037,3.63,OK
V0272,2025-10-11 06:16:37,8.409727,-73.485911,8.72,OK
V0445,2025-10-11 06:23:33,7.476043,-67.103874,10.41,TEMP_CRITICA
V0410,2025-10-11 06:24:05,-0.221976,-70.70079,10.2,TEMP_CRITICA
V0180,2025-10-11 06:27:42,-4.938623,-78.255746,15.63,TEMP_CRITICA
V0180,2025-10-11 06:29:09,12.94996,-66.363684,8.13,OK
V0009,2025-10-11 06:29:14,3.787976,-70.951639,13.88,TEMP_CRITICA
V0410,2025-10-11 06:37:40,6.835247,-68.671321,-1.23,OK
V0410,2025-10-11 06:41:03,7.894688,-72.189347,12.66,TEMP_CRITICA
